Name,Overall_Rating,Cuisine,Rate for two,City,Review
Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Itna kharab test ka khana maine kabhi nhi khayamain kabhi bhi online food nhi magauingi. very bad food test😞
Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Worst pasta ever. They have simply used Malai kofta gravy in it. 
The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,its to costly according to quality 
The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,amazingg
Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"it was very thin. base is not good 😏 we don't like that, size was good but bcos of thin base it's less portion ☹️"
Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,Best in town
Crumb's Patisserie And Cafe,-,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation."
The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,very poor food quality.felt like the food was cooked hours before itself The sbzi smelled very bad
The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,Worst Nutella sandwich ever had smells like cardboard
The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,the pizza i ordered was only 6 inches but in the title it said 8inches
CBI - Coffee Bureau Of Indore,3.8,"Cafe, Sandwich, Burger, Mexican, Fast Food, Ice Cream, Shake, Beverages",600,indore,in cheese chigar roll.. lot of potato stuff 👎👎
Cafe El Carpediem,3.7,"Cafe, Chinese, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,indore,"They serve very delicious food , best place to hangout with family and friends. I loved the music and happy vibes here ..Great service and very yummy meals served with whole respect and happiness."
Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,Very bad taste u know ek to delivery me itna time dusra itna Ganda taste Ratings me 1star dena hota h minimum other wise 1 star layak taste bhi nhi h
Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,what is this ye cold coffe hai  i dont like it n apne kya banaya hai ye 😡😡
Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,as per the cost portion size is very small. 
McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,cold food
McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Best Iced Americano in town by a mile. Shakes and baked goods also tasty, but I tend not to order them since I'm off sugar. Prefer delivery or takeaway since McDonald's is a terrible spot to sit and drink coffee."
McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Everytime I visit McCafe I Order mc flurry Oreo which is good Everytime, one negative point is that they don't accept cards. Big sitting area, good place"
Crazy Coffee,3.8,"Cafe, Coffee, Pizza, Sandwich, Street Food, Wraps, Desserts, Beverages",300,indore,Awesome Experience😊
Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Chicken was not fresh. I was smelling so bad also taste was pathetic
Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Reduced portion size How can this happen in 3 days From a full box you went to half directly for the same price. 😂
Amelie's,4,"Cafe, Coffee","1,100",chennai,very less quantity for such high price
The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,packaging is not strong 
The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,It’s a nice cozy spot by the turf! However it’s too interior ( next to aavin factory) But coffee was simply amazing! Worth a visit! 
The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,"The place was really small so we didn’t have much expectations but it was great to be there. Downside is Service took a really long time and there are no washrooms. We ordered:Corn cheese nuggets - AMAZING! We were tempted to keep ordering this. The side was excellent too.Peri peri French fries - This also tasted really good. Sphagetti Arabiatta pasta- portion was less but great quality and taste.Choco hazelnut milkshake - GoodPotato wedges - could have been better but not bad.Nutella waffle - excellent waffle! Loved it!Overall it was a good experience, would highly recommend."
The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,Excellent food. I visited the cafe too. Great sports cafe with good ambiance. Really good quality of food and the food portion is big enough too. 
Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Terrible. One ice cream tasted like spoiled milk. They refused to cancel. Other ice creams are average, that u can find in any ordinary restaurant, but extremely overpriced. 350 rs for 1 small scoop, which they serve in a disposable cup n wodden spoon. AC does not work in the restaurant."
Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,1 mini scoop of ice cream is 325+taxes . If you can afford it you can give it a try. Decent icecream but definitely too expensive for what it's worth. Atleast the ambience can be better for this price.
Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"First things frst, we forgot our phone and left the shop after having our ice cream. Raju and Vadivelu were kind enough to keep it safe, really appreciate their integrity. Not to forget the ice creams were top notch and our heart felt gratitude to Raju and Vadivelu "
Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Visited the place two weeks back with my kids... 4 ice creams burnt a hole in my wallet... And all single scoops, mind you... Could have spent the amount for a month at some other ice cream parlour ... So much for fine diningThere is nothing special about this place, unless you have money growing on trees and want to burn them away"
The Summer House Eatery,4.2,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",950,chennai,i received chicken pasta instead of the veg pasta that i had ordered and paid extra for.i request for the restaurant to refund or i’ll take this to instagram and report you guys.i’m a pure vegetarian and this is unethical and unacceptable.
Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,The waiter doesn't know his dishes. He couldn't explain any dish and served something else. The food was decent and the ambience was good.
Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,we were skeptic when we first saw the restaurant but they blew our mind with the service and the food. 10 on 10 i would recommend.
Seeds Lifestyle,4.4,"Cafe, Salad, Healthy Food, Fast Food, Middle Eastern, Wraps, Beverages",750,chennai,"The ambience is very beautiful located in between residential area ,cosy and good however the food portions was little for the prices they charge,  we had hot chocolate not that great. They don't have card payment and the staff didn't inform beforehand, (only gpay or cash). again Only the ambience is good nothing much "
Double Roti,4.2,"Cafe, Coffee, Continental, Mexican, Salad, Healthy Food, Fast Food, Beverages",950,chennai,"tastey but quite expensive, less option for chicken."
Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"expensive and overrated. ordered tuna sandwich and cheese poppers and neither were worth it. look at the size and quantity of the cheese poppers. had to repeatedly ask for water, nobody cared for it otherwise. ridiculous."
Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,Extremely horrible service. The waiter was so rude that he actually snatched the plate away from our table. A total disappointment.
Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"It’s so sad to see that Chamiers Cafe, once a cozy place for great food and ambience has lost all of its charm in the recent years. While the food is ridiculously overpriced for its underwhelming food, perhaps the biggest problem they must overcome is their pathetic service. The staff are not only slow, but also disrespectful and rude, so much that it may feel like you’re eating there for free. If you’re lucky, you may receive service from one of the friendly staff which are very less in number, of course. I’ve been here a dozen times in the recent past, hoping to find at least one good thing to return to. I wouldn’t recommend this place anymore for any reason, other than if...read more"
Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"Ridiculously poor service, when asked to take the order they refused twice and kept us waiting for over 40mins until we decided to walk out. No one approached us even then despite there being only 4 other tables occupied."
Sandy's Chocolate Laboratory,4.3,"Cafe, Shake, Beverages, Sandwich, Continental, Italian, Desserts","1,700",chennai,Banana syrup with the pancake was rotten and smelly
The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,1st time I ordered from board room quality of food is worst both cottage cheese balls and onion rings had no taste then oil… cold coffee was worst then ice water
The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"Pizza looking like Papadam, Test poor, Quality not good, my worst experience, with restaurant and Zomato "
The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"The restaurant was part of the gaming room and the food was good with prompt service. Since food was ordered while playing the games, the ambience was noisy as many people were enthusiastically playing their games. "
